,discoverymethod,pl_masse,pl_name,pl_orbper,pl_rade
0,Transit,197.046,OGLE-TR-10 b,3.101278,14.011
1,Radial Velocity,,BD-08 2823 c,237.6,
2,Imaging,3000.0,HR 8799 c,69000.0,13.0
3,Radial Velocity,,HD 110014 b,835.477,
4,Radial Velocity,,GJ 667 C f,39.026,
5,Radial Velocity,,GJ 667 C g,256.2,
6,Radial Velocity,,GJ 667 C c,28.14,
7,Transit,2949.4624,KOI-13 b,1.763588,16.948
8,Transit,1.66,GJ 1132 b,1.628931,1.13
9,Transit,441.7837,KELT-7 b,2.73477,17.934
10,Transit,1080.622,HATS-61 b,7.817953,13.395
11,Transit,305.1168,HATS-63 b,3.0566527,13.529
12,Transit,629.14449,HATS-18 b,0.83784,14.897
13,Transit,,HD 108236 c,6.203449,2.071
14,Transit,11.13,HD 3167 c,29.8454,3.0
15,Transit,7.6,TOI-815 b,11.197259,2.94
16,Transit,23.5,TOI-815 c,34.976145,2.62
17,Transit,1379.37529,TIC 393818343 b,16.24921,12.184
18,Transit,,TOI-1224 b,4.1782745,2.104
19,Transit,,TOI-1224 c,17.945466,2.884
20,Radial Velocity,,HD 48948 b,7.34013,
21,Radial Velocity,,HD 48948 c,38.06,
22,Radial Velocity,,HD 48948 d,151.92,
23,Transit,284.1386,WASP-76 b,1.80988198,20.781
24,Microlensing,1382.55357,OGLE-2014-BLG-0221L b,,
25,Transit,374.0,WASP-47 b,4.159151,12.86
26,Radial Velocity,447.0,WASP-47 c,589.57,
27,Transit,15.5,WASP-47 d,9.030501,3.65
28,Transit,9.0,WASP-47 e,0.78961,1.83
29,Transit,,TOI-5704 b,3.771116,3.227
30,Transit,0.55,HD 23472 d,3.97664,0.75
31,Transit,,TOI-672 b,3.633575,5.26
32,Transit,54.03083,TOI-199 b,104.854,9.079
33,Transit Timing Variations,88.99195,TOI-199 c,273.69,
34,Transit,375.0394,KELT-18 b,2.8717518,17.598
35,Transit,,TOI-2096 c,6.38784,1.914
36,Radial Velocity,,HIP 5158 b,345.72,
37,Radial Velocity,,HD 132563 b,1544.0,
38,Imaging,3994.486,CHXR 73 b,,
39,Radial Velocity,,alf Ari b,380.8,
40,Transit,,Kepler-370 c,19.02293,1.91
41,Transit,,Kepler-400 b,9.024389,1.65
42,Transit,,Kepler-221 b,2.795906,1.71
43,Transit,,Kepler-367 c,53.578637,1.2
44,Transit,,Kepler-393 c,14.613612,1.33
45,Transit,,Kepler-304 c,5.315946,2.17
46,Transit,,Kepler-360 b,3.289672,1.65
47,Transit,,Kepler-243 c,20.026218,1.99
48,Transit,,Kepler-261 c,24.570858,2.0
49,Transit,,Kepler-327 d,13.969457,1.73
50,Transit,,Kepler-136 b,11.5789,2.05
51,Transit,,Kepler-122 d,21.587475,2.2
52,Transit,,Kepler-157 c,13.5405,2.24
53,Transit,,Kepler-147 c,33.416423,2.43
54,Transit,,Kepler-239 b,11.763051,2.33
55,Transit,,Kepler-200 b,8.594805,2.13
56,Transit,,Kepler-243 b,5.715442,2.45
57,Transit,,Kepler-254 b,5.826662,3.87
58,Transit,,Kepler-172 c,6.388996,2.86
59,Transit,,Kepler-299 c,6.885875,2.65
60,Transit,,Kepler-278 c,51.078775,3.59
61,Transit,,Kepler-339 d,10.558345,1.17
62,Transit,,Kepler-397 b,22.250949,2.46
63,Transit,,Kepler-399 b,14.425281,0.96
64,Radial Velocity,,HD 219415 b,2093.3,
65,Radial Velocity,,HD 207832 c,1155.7,
66,Transit,271.74465,WASP-176 b,3.899052,16.87
67,Transit,,K2-178 b,8.747818,3.558
68,Transit,376.94638,WASP-4 b,1.33823147,14.807
69,Transit,,TOI-1693 b,1.7666957,1.41
70,Transit,,K2-399 b,0.759978,6.049
71,Transit,,K2-98 b,10.136448,5.2
72,Transit,,K2-271 b,8.562421,7.28
73,Transit,,K2-133 e,26.5841,1.73
74,Transit,,K2-133 d,11.02454,2.003
75,Transit,,K2-330 b,13.774798,2.77
76,Transit,,K2-105 b,8.2669928,3.59
77,Transit,330.54154,TOI-3807 b,2.8989727,18.495
78,Transit,,K2-148 b,4.38395,1.33
79,Transit,232.01474,TOI-4087 b,3.1774835,13.047
80,Transit,225.65817,TOI-2818 b,4.039709,15.278
81,Transit,,TOI-2096 b,3.1190633,1.243
82,Transit,211.35589,TOI-3235 b,2.59261842,11.4
83,Transit,252.35576,TOI-4463 A b,2.8807198,13.26
84,Radial Velocity,,HD 213885 c,4.78503,
85,Transit,24.0,TOI-2141 b,18.26157,3.05
86,Transit,26.69759,TOI-2525 b,23.2856,8.676
87,Transit,14.95,TOI-3785 b,4.6747373,5.14
88,Transit,44.0,TOI-3984 A b,4.353326,7.9
89,Transit,190.698,WASP-124 b,3.37265,13.899
90,Transit,139.8452,WASP-25 b,3.76483,11.994
91,Transit,170.4,TOI-5293 A b,2.930289,11.9
92,Transit,,K2-107 b,3.313959,15.98
93,Transit,114.4188,WASP-13 b,4.35301,13.675
94,Transit,,K2-155 c,13.85,2.6
95,Radial Velocity,,55 Cnc d,5574.2,
96,Transit,,K2-148 c,6.9226,1.73
97,Radial Velocity,,eps CrB b,417.9,
98,Radial Velocity,,Teegarden's Star b,4.90634,
99,Radial Velocity,,Teegarden's Star c,11.416,
100,Transit,70.55791,TOI-1273 b,4.631296,11.097
101,Transit,,TOI-5803 b,5.38305,3.273
102,Radial Velocity,,55 Cnc b,14.6516,
103,Radial Velocity,,55 Cnc c,44.3989,
104,Transit,308.2951,WASP-58 b,5.01718,16.029
105,Transit,734.18362,TOI-4791 b,4.28088,12.442
106,Transit,,TOI-5174 b,12.214286,5.351
107,Transit,,TOI-2084 b,6.0784247,2.47
108,Transit,203.41018,TOI-2524 b,7.18585,11.209
109,Transit,,TOI-4308 b,9.151201,2.419
110,Transit,304.16179,TOI-4377 b,4.378081,15.11
111,Transit,73.2,TOI-1853 b,1.2436258,3.46
112,Transit,388.38826,HATS-35 b,1.8209993,16.41
113,Imaging,6674.39655,UCAC3 113-933 b,,
114,Imaging,6674.39655,UCAC4 328-061594 b,,
115,Imaging,3496.11248,GJ 900 b,,
116,Transit,797.7533,TOI-150.01,5.857487,14.067
117,Transit,8.83,HD 213885 b,1.008035,1.745
118,Transit,2.53,Wolf 327 b,0.5734745,1.24
119,Radial Velocity,688.41633,HD 118203 b,6.134985,12.733
120,Transit,441.7837,WASP-71 b,2.90367,13.227
121,Transit,30.8,LP 714-47 b,4.052037,4.7
122,Transit,6.9,K2-199 b,3.2253993,1.73
123,Transit,220.0,WASP-84 b,8.52349648,10.72
124,Radial Velocity,3917.23512,HD 39091 b,2088.75851,
125,Transit,24.5,K2-25 b,3.48456408,3.44
126,Radial Velocity,,55 Cnc f,259.88,
127,Transit,123.0,TOI-4633 c,271.9445,3.2
128,Radial Velocity,,HD 158259 e,7.951,
129,Transit,293.03926,WASP-98 b,2.96264036,12.823
130,Transit,,K2-394 b,5.095717,1.692
131,Transit,,TOI-238 b,1.273114,1.612
132,Radial Velocity,,HD 158259 f,12.028,
133,Radial Velocity,954.0,Kepler-93 c,1460.0,
134,Transit,792.635,Qatar-2 b,1.33711647,14.056
135,Transit,1719.4603,Kepler-432 b,52.501129,12.834
136,Radial Velocity,,Kepler-432 c,406.2,
137,Transit,298.12454,KELT-23 A b,2.255251,14.83
138,Radial Velocity,,Kepler-20 g,34.94,
139,Transit,7.13,Kepler-36 c,16.21865,3.679
140,Transit,3.83,Kepler-36 b,13.86825,1.498
141,Transit,731.00534,TOI-1518 b,1.902603,21.017
142,Transit,1.54,LTT 1445 A c,3.1239035,1.147
143,Transit,10.8,TOI-1759 b,18.85019,3.14
144,Transit,379.0,HIP 94235 b,7.713057,3.0
145,Transit,8.1,TOI-1246 b,4.30744,3.01
146,Transit,9.0,TOI-1422 b,12.9972,3.96
147,Transit,100.43378,WASP-151 b,4.5334775,13.305
148,Transit,212.9461,WASP-22 b,3.53269,13.787
149,Transit,,K2-108 b,4.733999,5.33
150,Transit,8.03,Kepler-68 b,5.39875259,2.357
151,Transit,4.66,Kepler-93 b,4.72673978,1.478
152,Transit,41.31769,TOI-1670 b,10.98462,2.06
153,Transit,734.1873,HAT-P-56 b,2.79083,16.926
154,Transit,908.9938,WASP-73 b,4.08722,15.917
155,Transit,1868.8404,Kepler-1658 b,3.84937278,11.994
156,Transit,2.07,Kepler-47 b,49.4643,3.05
157,Transit,3.17,Kepler-47 c,303.227,4.65
158,Transit,19.02,Kepler-47 d,187.366,7.04
159,Transit,189.42573,HAT-P-55 b,3.5852313,14.841
160,Transit,137.30256,Kepler-12 b,4.4379629,19.661
161,Transit,,EPIC 211945201 b,19.49221,5.76
162,Transit,18.75188,TOI-216.02,17.16073,8.0
163,Transit,,TOI-700 e,27.80978,0.953
164,Transit,10.8,K2-19 c,11.8993,4.1
165,Transit,,K2-121 b,5.1857539,7.52
166,Transit,159.55066,WASP-183 b,4.1117771,16.477
167,Radial Velocity,,HD 40307 b,4.3123,
168,Radial Velocity,,HD 40307 d,20.432,
169,Radial Velocity,,HD 40307 g,197.8,
170,Microlensing,699.2225,OGLE-2019-BLG-1470L AB c,,
171,Radial Velocity,,HR 5183 b,27000.0,
172,Transit,187.5197,WASP-54 b,3.69364,17.71
173,Transit,,Kepler-305 e,3.20538,1.794
174,Transit,,TOI-837 b,8.3248762,8.631
175,Transit,1.5,TOI-178 b,1.914558,1.152
176,Transit,4.77,TOI-178 c,3.23845,1.669
177,Transit,3.01,TOI-178 d,6.5577,2.572
178,Transit,3.86,TOI-178 e,9.961881,2.207
179,Transit,7.72,TOI-178 f,15.231915,2.287
180,Transit,3.94,TOI-178 g,20.7095,2.87
181,Transit,,Kepler-186 f,129.9441,1.17
182,Transit,123.9537,WASP-153 b,3.332609,17.374
183,Transit,126.49634,K2-232 b,11.168454,11.209
184,Transit,69.92,Kepler-34 b,288.822,8.564
185,Transit,105.833,Kepler-16 b,228.776,8.449
186,Transit,40.363,Kepler-35 b,131.458,8.16
187,Transit,122.0,Kepler-38 b,105.599,4.3
188,Transit,10.5,Kepler-305 b,5.487,3.6
189,Transit,6.0,Kepler-305 c,8.291,3.3
190,Transit,,Kepler-49 e,18.596108,1.56
191,Transit,,Kepler-85 d,17.91323,1.2
192,Transit,,Kepler-85 e,25.216751,1.27
193,Transit,,Kepler-49 d,2.576549,1.6
194,Transit,,Kepler-24 e,18.998355,2.78
195,Transit,,Kepler-24 d,4.244384,1.67
196,Transit,,Kepler-186 b,3.8867907,1.07
197,Transit,,Kepler-186 e,22.407704,1.27
198,Transit,,Kepler-186 c,7.267302,1.25
199,Transit,,Kepler-186 d,13.342996,1.4
200,Transit Timing Variations,,Kepler-37 e,51.196,
201,Transit,16.0,Kepler-453 b,240.503,6.204
202,Orbital Brightness Modulation,638.8383,Kepler-76 b,1.5449298,15.244
203,Transit,2.46,LTT 3780 b,0.76837931,1.325
204,Transit,870.8542,HATS-22 b,4.7228124,10.682
205,Transit,295.89973,WASP-2 b,2.152175,12.117
206,Radial Velocity,22.1,GJ 436 b,2.64388312,4.17
207,Transit,266.97,Kepler-435 b,8.6001536,22.31
208,Transit,19.28,TOI-1130 b,4.07445,3.56
209,Transit,143.0235,WASP-56 b,4.6171,10.536
210,Transit,32.4,K2-19 b,7.9222,7.0
211,Transit,8.04,LTT 3780 c,12.252284,2.39
212,Transit,1000.21101,HATS-57 b,2.350621,12.767
213,Transit,323.23311,HD 202772 A b,3.308958,17.318
214,Transit,1074.90106,KELT-20 b,3.4741085,19.515
215,Transit,1722.6386,TOI-172 b,9.47725,10.817
216,Transit,3082.951,HATS-41 b,4.193649,14.908
217,Transit,,TOI-2048 b,13.79019,2.61
218,Transit,10.0,HD 191939 b,8.8803256,3.41
219,Transit,8.0,HD 191939 c,28.579743,3.195
220,Transit,2.8,HD 191939 d,38.353037,2.995
221,Radial Velocity,,HD 191939 e,101.12,
222,Radial Velocity,,HD 191939 g,284.0,
223,Radial Velocity,,HD 191939 f,2200.0,
224,Transit,46.1687,TOI-181 b,4.532,6.956
225,Transit,2.0,TOI-561 b,0.4465688,1.425
226,Transit,5.39,TOI-561 c,10.778831,2.91
227,Transit,13.2,TOI-561 d,25.7124,2.82
228,Transit,12.6,TOI-561 e,77.03,2.55
229,Transit,9.7,Kepler-20 b,3.6961049,1.773
230,Transit,11.1,Kepler-20 c,10.8540774,2.894
231,Transit,13.4,Kepler-20 d,77.611455,2.606
232,Transit,0.76,Kepler-20 e,6.0984882,0.821
233,Transit,1.4,Kepler-20 f,19.578328,0.952
234,Transit,0.79,Kepler-37 b,13.36702,0.31
235,Transit,1.3,Kepler-37 c,21.301848,0.755
236,Transit,2.0,Kepler-37 d,39.7922622,2.03
237,Transit,1.68,Kepler-78 b,0.35500745,1.201
238,Transit,12.9,Kepler-538 b,81.73778,2.215
239,Transit,14.9,K2-263 b,50.818947,2.41
240,Transit,878.0,TOI-778 b,4.633611,15.4
241,Transit,,TOI-139 b,11.07085,2.457
242,Transit,,TOI-2194 b,15.337597,1.989
243,Transit,,TOI-2443 b,15.669494,2.773
244,Transit,,TOI-3082 b,1.926907,3.662
245,Transit,,LTT 1445 A b,5.35876,1.18
246,Radial Velocity,4.5,HIP 29442 c,3.53796,1.58
247,Radial Velocity,5.1,HIP 29442 d,6.42975,1.37
248,Transit,,HIP 113103 b,7.610303,1.829
249,Transit,,HIP 113103 c,14.245648,2.4
250,Transit,5.738,TOI-1801 b,10.64387,2.079
251,Transit,1229.99594,TOI-4641 b,22.09341,8.183
252,Transit,,HD 63433 d,4.209075,1.073
253,Transit,4.28,GJ 9827 b,1.208974,1.44
254,Transit,1.86,GJ 9827 c,3.648103,1.13
255,Transit,3.02,GJ 9827 d,6.201812,1.89
256,Transit,11.1,TOI-1347 b,0.84742346,1.8
257,Transit,6.4,TOI-1347 c,4.841962,1.6
258,Transit,2.56,Kepler-23 b,7.1,1.638
259,Transit,7.81,Kepler-23 c,10.74,3.005
260,Transit,4.44,Kepler-23 d,15.27,2.206
261,Transit,11.14,Kepler-24 b,8.14,2.348
262,Transit,9.99,Kepler-24 c,12.33,2.514
263,Transit,9.77,Kepler-49 b,7.2,2.579
264,Transit,8.38,Kepler-49 c,10.91,2.444
265,Transit,1.63,Kepler-28 b,5.91,1.959
266,Transit,2.06,Kepler-28 c,8.99,1.857
267,Transit,25.06,Kepler-57 b,5.72,3.135
268,Transit,6.86,Kepler-57 c,11.6,2.196
269,Transit,1.84,Kepler-85 b,8.3,1.778
270,Transit,2.15,Kepler-85 c,12.51,1.978
271,Transit,3.79,Kepler-128 b,15.0,1.421
272,Transit,3.38,Kepler-128 c,22.8,1.521
273,Transit,6.2,Kepler-305 d,16.74,2.76
274,Imaging,6674.39655,ITG 15 b,,
275,Transit,,Kepler-58 d,40.101371,2.94
276,Transit,2.0,TOI-1411 b,1.4520527,1.199
277,Transit,24.7,TOI-1836 b,20.380845,8.281
278,Transit,8.0,TOI-1836 c,1.7727471,2.6
279,Transit,3.3,TOI-260 b,13.475815,1.473
280,Transit,18.4,HD 93963 A c,3.6451389,3.12
281,Transit,2.8,HD 93963 A b,1.0376109,1.47
282,Transit,8.3,HIP 9618 b,20.772858,3.828
283,Transit,7.0,HIP 9618 c,52.56363,3.429
284,Transit,6.9,TOI-1758 b,20.705127,3.557
285,Transit,387.0,TOI-1601 b,5.33175,14.199
286,Transit,32.0,TOI-1174 b,8.953458,2.506
287,Transit,16.6,TOI-1753 b,5.3846104,2.479
288,Transit,16.5,TOI-1472 b,6.36381,4.16
289,Transit,120.0,TOI-1194 b,2.3106446,8.717
290,Transit,41.8,TOI-849 b,0.765548,3.64
291,Transit,31.3,TOI-1694 b,3.770107,5.342
292,Radial Velocity,,TOI-1694 c,393.1,
293,Transit,41.8,TOI-465 b,3.8361623,6.028
294,Transit,20.8,TOI-480 b,6.866196,2.854
295,Transit,28.3,TOI-1173 b,7.06456,9.019
296,Transit,377.0,TOI-1181 b,2.10319365,16.197
297,Transit,16.1,TOI-2076 b,10.355096,2.771
298,Transit,55.0,TOI-2076 c,21.015327,3.694
299,Transit,29.0,TOI-2076 d,35.125686,3.431
300,Transit,44.1,TOI-1288 b,2.6998279,4.968
301,Radial Velocity,,TOI-1288 c,416.0,
302,Transit,63.9,TOI-1294 b,3.915292,10.124
303,Radial Velocity,,TOI-1294 c,159.9,
304,Transit,8.7,TOI-1794 b,8.765528,3.297
305,Transit,14.8,HD 207897 b,16.20166,2.343
306,Transit,10.4,TOI-1437 b,18.84078,2.435
307,Transit,5.4,TOI-1246 d,18.654874,3.431
308,Transit,9.1,TOI-1246 c,5.904137,2.451
309,Transit,14.5,TOI-1246 e,37.92548,3.514
310,Transit,22.4,TOI-1710 b,24.283377,5.203
311,Transit,10.4,TOI-1723 b,13.72641,3.292
312,Transit,10.6,TOI-1279 b,9.61419,2.661
313,Transit,14.6,TOI-1691 b,16.7369,3.565
314,Transit,11.9,TOI-1249 b,13.079151,3.271
315,Transit,30.0,TOI-1443 b,23.540678,2.304
316,Transit,37.0,TOI-2088 b,124.72997,3.683
317,Transit,10.0,TOI-1180 b,9.686753,3.036
318,Transit,13.0,TOI-1669 c,2.6800535,2.296
319,Radial Velocity,,TOI-1669 b,500.0,
320,Transit,4.5,TOI-2128 b,16.34136,2.089
321,Transit,4.0,TOI-1799 b,7.085738,1.422
322,Transit,12.5,TOI-1410.01,1.21687,3.101
323,Radial Velocity,,TOI-1410 c,47.56,
324,Transit,3.58,TOI-1444 b,0.4702743,1.418
325,Transit,15.2,TOI-1451 b,16.537944,2.611
326,Transit,9.0,TOI-1467 b,5.97199,1.676
327,Transit,16.0,TOI-1824 b,22.808533,2.744
328,Transit,37.3,HD 63433 b,7.1079384,2.164
329,Transit,17.2,HD 63433 c,20.543847,2.582
330,Transit,5.9,HD 42813 b,13.630828,3.426
331,Transit,10.0,TOI-669 b,3.945152,2.586
332,Transit,6.1,TOI-1247 b,15.92346,2.532
333,Transit,10.0,TOI-1473 b,5.2549,2.428
334,Transit,10.5,HD 63935 b,9.058807,2.916
335,Radial Velocity,11.1,HD 63935 c,21.4027,3.065
336,Transit,,SPECULOOS-3 b,0.71912603,0.977
337,Transit,222.481,HATS-45 b,4.1876244,14.415
338,Transit,32.10083,WASP-166 b,5.44354,7.062
339,Transit,387.7526,TOI-163 b,4.231306,16.69
340,Transit,301.9385,TOI-892 b,10.62656,11.994
341,Transit,4.53,TOI-836 b,3.81673,1.704
342,Radial Velocity,,TOI-431 c,4.8494,
343,Transit,589.55,HATS-1 b,3.446459,14.594
344,Transit,6.4,TOI-1269 b,4.2529913,2.401
345,Transit,27.4,TOI-1248 b,4.3601561,6.808
346,Transit,6.6,TOI-1244 b,6.4003,2.376
347,Transit,96.0,TOI-1775 b,10.2405549,8.047
348,Transit,1.4,TOI-1776 b,2.799868,1.216
349,Transit,8.7,TOI-554 b,7.0491423,2.545
350,Transit,4.3,TOI-554 c,3.04405,1.364
351,Transit,4.2,HD 235088 b,7.434151,2.075
352,Transit,6.8,TOI-1184 b,5.748432,2.41
353,Transit,2.44,TOI-1807 b,0.54937097,1.497
354,Transit,1582.78547,TIC 241249530 b,165.7719,13.294
355,Transit,30.3,TOI-3261 b,0.8831331,3.82
356,Transit,79.77493,TOI-762 A b,3.4716826,8.339
357,Transit,1017.0509,TIC 46432937 b,1.44044527,13.316
358,Transit,,WASP-157 b,3.951623,11.19
359,Transit,,K2-198 b,17.0428683,4.189
360,Transit,,K2-284 b,4.795069,2.78
361,Transit,140.16303,Kepler-7 b,4.8854892,18.181
362,Transit,10.5,KOI-94 b,3.743208,1.71
363,Transit,106.0,KOI-94 d,22.342989,11.27
364,Transit,489.45575,HAT-P-59 b,4.1419771,12.588
365,Transit,,Kepler-176 c,12.759712,2.6
366,Transit,,TOI-1859 b,63.48347,9.752
367,Transit,171.6282,WASP-15 b,3.7521,15.805
368,Transit,502.15,WASP-5 b,1.6284279,12.184
369,Transit,204.68252,WASP-57 b,2.83891856,11.769
370,Transit,95.349,WASP-83 b,4.971252,11.657
371,Transit,429.0705,HAT-P-50 b,3.1220109,14.437
372,Transit,603.877,WASP-135 b,1.4013794,14.572
373,Transit,150.96925,WASP-113 b,4.54216875,15.793
374,Transit,266.9772,WASP-142 b,2.052868,17.15
375,Transit,52.3466,WASP-127 b,4.17806203,14.695
376,Transit,677.61356,WASP-53 b,3.3098443,12.038
377,Imaging,7500.75041,HIP 39017 b,31000.0,
378,Microlensing,13.03096,KMT-2023-BLG-0416L b,,
379,Microlensing,200.2319,KMT-2023-BLG-1454L b,,
380,Microlensing,343.25468,KMT-2023-BLG-1642L b,,
381,Radial Velocity,,HD 158259 d,5.1980814,
382,Transit,,Kepler-506 b,6.8834055,2.73
383,Transit,11.8,TOI-5398 c,4.77271,3.52
384,Transit,35.5,Kepler-58 b,10.2184954,2.78
385,Transit,,Kepler-54 d,20.995694,1.53
386,Transit,,Kepler-54 b,8.0109434,2.1
387,Transit,176.07694,HAT-P-65 b,2.60544751,18.058
388,Radial Velocity,,HD 158259 b,2.178,
389,Transit,45.4,Kepler-52 c,16.3850021,1.84
390,Transit,53.0,Kepler-58 c,15.5741568,2.86
391,Transit,,Kepler-176 d,25.751974,2.51
392,Transit,4.19,Kepler-60 b,7.1334,1.71
393,Radial Velocity,,HD 50554 b,1293.0,
394,Transit,676.9779,WASP-164 b,1.7771255,12.644
395,Transit,,LHS 3844 b,0.46292913,1.303
396,Transit,718.2958,HATS-24 b,1.3484978,15.637
397,Transit,,HIP 67522 b,6.959503,10.07
398,Imaging,1271.31363,2M0437 b,,
399,Transit,4.3,K2-136 b,7.9752,1.014
400,Transit,18.1,K2-136 c,17.30713,3.0
401,Transit,3.0,K2-136 d,25.575,1.565
402,Transit,3.5,TOI-1136 b,4.1727,
403,Transit,6.32,TOI-1136 c,6.2574,
404,Transit,8.35,TOI-1136 d,12.5199,
405,Transit,6.07,TOI-1136 e,18.801,
406,Transit,9.7,TOI-1136 f,26.321,
407,Transit,5.6,TOI-1136 g,39.545,
408,Transit,40.4,TOI-329 b,5.70439,4.941
409,Transit,12.3,TOI-1736 b,7.073076,3.182
410,Radial Velocity,,TOI-1736 c,571.25,
411,Transit,19.5,TOI-1751 b,37.46852,2.951
412,Transit,129.0,TOI-1898 b,45.52234,9.396
413,Transit,99.0,TOI-1298 b,4.537143,9.658
414,Transit,45.8,TOI-1386 b,25.8401,6.216
415,Radial Velocity,,TOI-1386 c,232.0,
416,Transit,89.4,TOI-1842 b,9.5739181,12.349
417,Transit,34.4,TOI-2019 b,15.3444,5.333
418,Transit,67.4,TOI-1823 b,38.8,7.541
419,Transit,74.1,HD 332231 b,18.712024,9.073
420,Transit,1767.0,TOI-2145 b,10.261127,12.419
421,Transit,95.3,TOI-1296 b,3.9443736,14.116
422,Transit,19.1,HIP 97166 b,10.288914,2.48
423,Radial Velocity,,HIP 97166 c,16.432,
424,Transit,27.0,TOI-1272 b,3.31599,4.132
425,Radial Velocity,,TOI-1272 c,8.6811,
426,Transit,38.5,TOI-1439 b,27.644,4.243
427,Transit,9.7,TOI-1742 b,21.269084,2.365
428,Transit,8.9,TOI-266 b,10.751014,2.536
429,Transit,10.7,TOI-266 c,19.60562,2.524
430,Transit,10.9,TOI-1778 b,6.527363,2.896
431,Transit,360.09959,TOI-1855 b,1.36414864,18.495
432,Transit,263.79758,TOI-2107 b,2.4545467,13.574
433,Transit,206.58846,TOI-2368 b,5.1750073,10.839
434,Transit,176.07694,TOI-3321 b,3.6525145,15.558
435,Transit,260.61929,TOI-3894 b,4.33454,15.278
436,Transit,1233.17422,TOI-3919 b,7.433234,12.319
437,Transit,365.50267,TOI-4153 b,4.6174141,16.119
438,Transit,743.71847,TOI-5232 b,4.0966692,12.778
439,Transit,1182.32167,TOI-5301 b,5.858858,13.092
440,Transit,711.9392,HATS-52 b,1.36665436,15.491
441,Transit,317.83,WASP-190 b,5.367753,12.89
442,Transit,177.98391,TOI-216.01,34.525528,10.1
443,Transit,241.86742,HAT-P-62 b,2.6453235,12.027
444,Transit,37.35,WASP-132 c,1.011534,1.85
445,Transit,136.66,Kepler-422 b,7.8914483,12.89
446,Transit,17.9,Kepler-396 c,88.505,5.3
447,Radial Velocity,,pi Men d,124.64,
448,Radial Velocity,,HD 110113 c,6.744,
449,Transit,230.10892,HAT-P-68 b,2.29840551,12.016
450,Transit,266.9772,TrES-1 b,3.03007,12.666
451,Transit,206.5895,HAT-P-3 b,2.8997,10.536
452,Transit,616.5902,HAT-P-15 b,10.8635,11.882
453,Transit,1093.3352,WASP-38 b,6.87188,13.787
454,Transit,146.2,WASP-52 b,1.7497798,14.24
455,Transit,101.38777,HATS-6 b,3.3252725,11.187
456,Transit,425.25654,HATS-17 b,16.254611,8.709
457,Transit,403.945,WASP-64 b,1.5732918,14.247
458,Transit,565.714,WASP-43 b,0.813475,10.424
459,Transit,492.62,WASP-65 b,2.3114243,12.464
460,Transit,270.462,HAT-P-13 b,2.91625,14.258
461,Transit,75.5,Kepler-396 b,42.994,3.5
462,Transit,402.05495,WASP-85 A b,2.6556777,13.899
463,Transit,406.8224,HAT-P-8 b,3.07634,15.693
464,Transit,835.8929,WASP-32 b,2.71866,10.761
465,Transit,,Kepler-26 d,3.543919,1.07
466,Transit,1172.7927,WASP-173 A b,1.38665318,13.451
467,Transit,88.35674,WASP-160 B b,3.7684952,12.218
468,Transit,191.33366,HATS-56 b,4.324799,18.921
469,Transit,11.7,G 9-40 b,5.746007,2.025
470,Transit,12.4,K2-199 c,7.3744897,2.85
471,Transit,12.81,K2-233 c,7.06005,1.281
472,Transit,35.0,KOI-94 e,54.32031,6.56
473,Transit,140.16233,TOI-1259 A b,3.477978,11.456
474,Radial Velocity,7.99,55 Cnc e,0.7365474,1.875
475,Imaging,3686.80952,2MASS J0249-0557 c,,
476,Transit,317.82,Kepler-44 b,3.2467293,12.22
477,Transit,228.8376,WASP-74 b,2.13775,15.244
478,Transit,305.1168,HATS-64 b,4.908897,18.82
479,Transit,16.4,TOI-2015 b,3.348968,3.39
480,Transit,411.27202,Qatar-1 b,1.4200242,12.812
481,Transit,263.7989,HAT-P-30 b,2.8106,16.141
482,Transit,2809.6172,WASP-14 b,2.24375,15.468
483,Transit,352.7913,WASP-78 b,2.17518,21.633
484,Transit,152.5584,HAT-P-40 b,4.45724,17.038
485,Transit,400.4658,WASP-100 b,2.84938,14.908
486,Transit,465.62095,WASP-12 b,1.09142,21.712
487,Transit Timing Variations,55.2,WASP-18 c,2.1558,
488,Radial Velocity,,GJ 667 C b,7.203,
489,Transit,180.84527,HAT-P-25 b,3.65281514,12.722
490,Transit,1058.3739,HAT-P-34 b,5.452654,13.417
491,Transit,419.5356,HAT-P-6 b,3.85298,16.589
492,Transit,2316.9807,XO-3 b,3.19154,15.805
493,Transit,165.2716,KELT-6 b,7.8457,14.572
494,Transit,616.5902,KELT-3 b,2.70339,17.486
495,Transit,367.72747,WASP-121 b,1.27492504,19.649
496,Transit,3241.84975,WASP-18 b,0.94145223,13.899
497,Imaging,5720.91133,2MASS J03590986+2009361 b,,
498,Imaging,8263.53858,G 196-3 b,,
499,Imaging,8899.1954,2MASS J11011926-7732383 b,,
500,Imaging,6674.39655,HIP 77900 b,,
501,Imaging,6356.56814,2MASS J11550485-7919108 b,,
502,Imaging,3813.94088,2MASS J21252752-8138278 b,,
503,Transit,168.4499,HATS-27 b,4.637038,16.814
504,Transit,390.9309,WASP-130 b,11.55098,9.976
505,Transit,479.9233,WASP-136 b,5.215357,15.468
506,Transit,1938.763,Qatar-4 b,1.8053564,12.722
507,Transit,11.26,K2-233 b,2.4675,1.343
508,Transit,,K2-266 c,7.814,0.705
509,Transit,133.4886,WASP-168 b,4.153658,16.814
510,Transit,791.3967,WASP-161 b,5.4060425,12.812
