,disc_year,discoverymethod,pl_name,pl_orbper,pl_rade
0,2004,Transit,OGLE-TR-10 b,3.101278,14.011
1,2009,Radial Velocity,BD-08 2823 c,237.6,
2,2009,Radial Velocity,HD 110014 b,835.477,
3,2013,Radial Velocity,GJ 667 C f,39.026,
4,2013,Radial Velocity,GJ 667 C g,256.2,
5,2013,Radial Velocity,GJ 667 C c,28.14,
6,2014,Transit,Kepler-227 b,9.488015,3.11
7,2018,Transit,HATS-61 b,7.817953,13.395
8,2018,Transit,HATS-63 b,3.0566527,13.529
9,2020,Transit,HD 108236 c,6.203449,2.071
10,2024,Transit,TOI-1224 b,4.1782745,2.104
11,2024,Transit,TOI-1224 c,17.945466,2.884
12,2024,Radial Velocity,HD 48948 b,7.34013,
13,2024,Radial Velocity,HD 48948 c,38.06,
14,2024,Radial Velocity,HD 48948 d,151.92,
15,2016,Transit,WASP-76 b,1.80988198,20.781
16,2024,Microlensing,OGLE-2014-BLG-0221L b,,
17,2018,Imaging,PDS 70 b,,30.488
18,2008,Imaging,bet Pic b,8617.50952,
19,2015,Imaging,51 Eri b,,
20,2015,Imaging,VHS J125601.92-125723.9 b,5800000.0,13.675
21,2004,Imaging,GQ Lup b,,33.6
22,2019,Imaging,PDS 70 c,,22.866
23,2019,Radial Velocity,bet Pic c,1192.77951,
24,2004,Imaging,2MASS J12073346-3932539 b,,
25,2023,Transit,TOI-5704 b,3.771116,3.227
26,2022,Transit,HD 23472 d,3.97664,0.75
27,2023,Transit,TOI-672 b,3.633575,5.26
28,2023,Transit,TOI-199 b,104.854,9.079
29,2023,Transit Timing Variations,TOI-199 c,273.69,
30,2023,Transit,TOI-2096 c,6.38784,1.914
31,2009,Radial Velocity,HIP 5158 b,345.72,
32,2016,Transit,K2-29 b,3.2588321,13.339
33,2024,Transit,TOI-1782.02,1.82902423,1.839
34,2024,Radial Velocity,TOI-2458 c,16.553,
35,2024,Transit,TOI-5726.01,5.49112522,2.554
36,2024,Transit,TOI-1691 b,16.73688893,3.66
37,2016,Transit,K2-346 b,26.201446,2.26
38,2015,Transit,HAT-P-56 b,2.79083,16.926
39,2019,Transit,WASP-183 b,4.1117771,16.477
40,2016,Transit,K2-330 b,13.774798,2.77
41,2020,Transit,HAT-P-68 b,2.29840551,12.016
42,2018,Transit,K2-268 b,2.151676,1.5
43,2014,Radial Velocity,Kepler-25 d,122.4,
44,2015,Transit,KELT-7 b,2.73477,17.934
45,2013,Transit,Kepler-105 b,5.4122034,2.53
46,2011,Radial Velocity,HD 132563 b,1544.0,
47,2011,Radial Velocity,HD 20794 c,40.114,
48,2011,Radial Velocity,HD 20794 d,90.309,
49,2011,Transit,HAT-P-33 b,3.47447,20.737
50,2020,Radial Velocity,WASP-107 c,1088.0,
51,2016,Transit,HIP 41378 b,15.572098,
52,2024,Transit,TOI-260 b,13.475853,1.71
53,2023,Transit,HD 135694 b,15.92347557,2.857
54,2017,Transit,K2-117 b,1.2916,2.03
55,2024,Transit,TOI-1467 b,5.97114713,1.92
56,2019,Transit,K2-308 b,3.38628,9.916
57,2016,Transit,HIP 41378 d,1114.0,
58,2024,Transit,TOI-1777.01,14.65011197,2.246
59,2002,Radial Velocity,55 Cnc d,5574.2,
60,2016,Transit,HIP 41378 f,1084.0,
61,2024,Transit,TOI-6054.01,7.49299142,2.642
62,2024,Transit,TOI-1301.01,6.09640721,2.477
63,2016,Transit,EPIC 212297394 c,5.213965,2.27
64,2019,Transit,EPIC 212587672 b,15.28078,1.26
65,2015,Transit,K2-3 b,10.0546535,2.078
66,2016,Transit,WASP-136 b,5.215357,15.468
67,2017,Transit,K2-117 c,5.444017,2.06
68,2019,Transit,K2-268 f,26.27057,2.23
69,2018,Transit,K2-352 c,8.234885,1.92
70,2018,Transit,K2-155 c,13.85,2.6
71,2017,Transit,K2-114 b,11.390931,10.592
72,2018,Transit,K2-342 b,11.561052,2.03
73,2012,Transit,WASP-71 b,2.90367,13.227
74,2011,Transit,Kepler-25 b,6.238297,2.748
75,2015,Transit,WASP-47 d,9.030501,3.65
76,1996,Radial Velocity,55 Cnc b,14.6516,
77,2015,Transit,WASP-47 e,0.78961,1.83
78,2019,Transit,EPIC 212297394 b,2.289363,1.48
79,2005,Radial Velocity,HD 189733 b,2.21857567,12.666
80,2018,Transit,K2-341 b,36.552551,3.21
81,2018,Transit,K2-268 c,9.327527,2.69
82,2024,Transit,TOI-2384 b,2.13570304,11.489
83,2020,Transit,TOI-561 b,0.4465688,1.425
84,2016,Transit,K2-340 b,29.740451,3.36
85,2020,Transit,TOI-561 d,25.7124,2.82
86,2018,Transit,K2-348 c,12.550171,2.67
87,2018,Transit,K2-343 c,7.676972,2.02
88,2018,Radial Velocity,HAT-P-11 c,3299.0,
89,2016,Transit,K2-349 b,9.032178,1.38
90,2019,Transit,K2-43 c,2.198884,2.42
91,2017,Transit,WASP-156 b,3.8361623,6.028
92,2016,Transit,K2-336 b,21.194733,1.22
93,2024,Transit,TOI-1758 b,20.70507468,3.62
94,2008,Transit,HAT-P-11 b,4.88780244,4.901
95,2018,Transit,K2-222 b,15.38857,2.35
96,2024,Transit,TOI-2211.01,3.09268676,1.561
97,2023,Transit,HD 25463 b,7.0491423,2.545
98,2011,Transit,Kepler-44 b,3.2467293,12.22
99,2024,Transit,TOI-1180 b,9.68676038,3.072
100,2016,Transit,KELT-17 b,3.0801716,17.094
101,2019,Transit,K2-339 b,19.507428,1.92
102,2018,Transit,K2-333 b,14.759287,6.18
103,2017,Transit,K2-105 b,8.2669928,3.59
104,2004,Radial Velocity,55 Cnc c,44.3989,
105,2024,Transit,TOI-4602.01,3.9812091,2.55
106,2016,Transit,K2-345 b,10.367437,2.11
107,2019,Transit,WASP-166 b,5.44354,7.062
108,2018,Transit,K2-348 b,4.688418,3.26
109,2024,Transit,TOI-1716.01,8.08237655,3.143
110,2018,Transit,K2-271 b,8.562421,7.28
111,2018,Transit,K2-275 b,3.2809626,2.34
112,2015,Transit,K2-25 b,3.48456408,3.44
113,2015,Transit,K2-18 b,32.939623,2.37
114,2024,Transit,TOI-6054.02,12.57499803,2.864
115,2020,Transit,K2-329 b,12.4551225,8.676
116,2016,Transit,EPIC 212587672 c,23.228555,2.32
117,2018,Transit,K2-266 d,14.697,2.93
118,2016,Transit,K2-332 b,17.70632,2.2
119,2018,Transit,K2-212 b,9.795647,2.65
120,2016,Transit,K2-337 b,16.273563,2.62
121,2014,Transit,HAT-P-49 b,2.69155,17.822
122,2024,Transit,TOI-1244 b,6.40031648,2.467
123,2018,Transit,K2-174 b,19.562307,2.6
124,2017,Transit,WASP-107 b,5.7214742,
125,2020,Transit,K2-321 b,2.2979749,2.051
126,2017,Transit,WASP-151 b,4.5334775,13.305
127,2021,Transit,K2-352 b,3.665912,1.37
128,2023,Transit,HD 25463 c,3.04405,1.364
129,2016,Transit,K2-351 b,7.806164,2.54
130,2016,Transit,K2-30 b,4.098503,11.646
131,2016,Transit,HIP 41378 c,31.70648,
132,2019,Transit,K2-343 b,2.787174,1.65
133,2007,Radial Velocity,55 Cnc f,259.88,
134,2018,Transit,K2-155 d,40.718,1.9
135,2024,Transit,TOI-1782.01,4.98764103,2.368
136,2019,Transit,K2-268 e,6.131243,1.33
137,2017,Transit,HD 106315 c,21.05704,4.35
138,2019,Transit,K2-268 d,4.528598,1.49
139,2013,Transit,Kepler-63 b,9.4341505,6.11
140,2018,Transit,K2-266 c,7.814,0.705
141,2010,Transit,HAT-P-25 b,3.65281514,12.722
142,2006,Imaging,CHXR 73 b,,
143,2010,Radial Velocity,alf Ari b,380.8,
144,2012,Radial Velocity,HD 219415 b,2093.3,
145,2012,Radial Velocity,HD 207832 c,1155.7,
146,2020,Transit,WASP-176 b,3.899052,16.87
147,2021,Transit,NGTS-17 b,3.24253,13.899
148,2023,Radial Velocity,HAT-P-2 c,8500.0,
149,2024,Transit,TOI-1683.01,3.0575356,2.638
150,2024,Transit,TOI-1799 b,7.09457086,1.642
151,2024,Transit,TOI-5799 b,4.1646632,1.858
152,2016,Transit,K2-335 b,12.283211,2.21
153,2018,Transit,HD 89345 b,11.8143,7.398
154,2024,Transit,TOI-4638.01,10.28391879,2.933
155,2024,Transit,TOI-1768.01,7.33770365,3.453
156,2012,Transit,HAT-P-42 b,4.641878,14.348
157,2013,Transit,WASP-65 b,2.3114243,12.464
158,2022,Transit,NGTS-25 b,2.823093,11.467
159,2024,Transit,NGTS-27 b,3.3704181,15.648
160,2007,Transit,WASP-4 b,1.33823147,14.807
161,2022,Transit,TOI-1693 b,1.7666957,1.41
162,2017,Transit,NGTS-1 b,2.647298,14.908
163,2022,Radial Velocity,TOI-1288 c,416.0,
164,2022,Transit,NGTS-24 b,3.4678796,13.608
165,2012,Transit,WASP-52 b,1.7497798,14.24
166,2024,Transit,TOI-1630.01,12.05573473,2.417
167,2024,Transit,TOI-1798.02,0.43781182,1.464
168,2018,Transit,K2-331 c,22.996591,2.72
169,2016,Transit,HIP 41378 e,,
170,2015,Transit,HAT-P-54 b,3.799847,10.581
171,2016,Transit,K2-27 b,6.771315,4.48
172,2016,Transit,WASP-127 b,4.17806203,14.695
173,2018,Transit,K2-334 b,5.113981,5.65
174,2004,Radial Velocity,55 Cnc e,0.7365474,1.875
175,2018,Transit,K2-155 b,6.342,1.8
176,2024,Transit,NGTS-33 b,2.827972,18.383
177,2015,Transit,K2-3 c,24.646729,1.582
178,2007,Transit,HAT-P-3 b,2.8997,10.536
179,2021,Transit,K2-350 b,4.163873,1.54
180,2024,Transit,IRAS 04125+2902 b,8.834978,10.738
181,2024,Transit,TOI-1723 b,13.72701264,3.435
182,2017,Transit,HD 106315 b,9.55237,2.44
183,2017,Radial Velocity,K2-18 c,8.962,
184,2018,Transit,EPIC 246851721 b,6.180235,11.781
185,2016,Transit,K2-45 b,1.7292684,6.71
186,2024,Transit,TOI-2458 b,3.73659,2.83
187,2024,Transit,TOI-3261 b,0.8831331,3.82
188,2021,Transit,NGTS-15 b,3.27623,12.33
189,2023,Transit,TOI-2803 A b,1.96229325,18.114
190,2018,Transit,K2-344 b,3.35585,1.59
191,2024,Transit,TOI-1798.01,8.02152233,2.448
192,2011,Transit,Kepler-25 c,12.7207,5.217
193,2009,Transit,WASP-17 b,3.73543,20.961
194,2015,Radial Velocity,WASP-47 c,589.57,
195,2016,Transit,K2-347 b,7.187257,2.41
196,2010,Transit,HAT-P-24 b,3.35524,14.572
197,2015,Transit,HAT-P-50 b,3.1220109,14.437
198,2018,Transit,K2-352 d,14.871387,2.23
199,2016,Transit,K2-77 b,8.2000844,2.5
200,2018,Transit,K2-266 b,0.658524,3.3
201,2024,Transit,TOI-1184 b,5.7484338,2.39
202,2018,Transit,K2-266 e,19.482,2.73
203,2019,Transit,WASP-181 b,4.5195064,13.271
204,2012,Transit,WASP-47 b,4.159151,12.86
205,2021,Transit,K2-331 b,9.398977,1.79
206,2016,Transit,K2-350 c,19.991944,2.74
207,2012,Radial Velocity,GJ 3470 b,3.3366496,4.57
208,2024,Transit,TOI-1772.01,8.05424687,2.905
209,2020,Transit,TOI-561 c,10.778831,2.91
210,2008,Transit,WASP-12 b,1.09142,21.712
211,2015,Transit,K2-3 d,44.55603,1.458
212,2023,Transit,TOI-4860 b,1.5227591,8.7
213,2018,Transit,NGTS-3 A b,1.6753728,16.589
214,2023,Transit,TOI-5344 b,3.792622,10.604
215,2009,Radial Velocity,HD 104067 b,55.851,
216,2016,Transit,K2-43 b,3.471149,4.51
217,2024,Transit,TOI-1659.01,5.87755633,2.255
218,2024,Transit,TOI-1135 b,8.0277283,9.341
219,2023,Transit,TOI-2818 b,4.039709,15.278
220,2023,Transit,TOI-2141 b,18.26157,3.05
221,2022,Transit,TOI-5238 b,4.872171,5.22
222,2024,Transit,BD-14 3065 b,4.2889731,21.59
223,2023,Radial Velocity,TOI-1669 b,500.0,
224,2021,Transit,HAT-P-64 b,4.007232,19.089
225,2014,Transit,Kepler-105 c,7.12592,1.44
226,2018,Transit,K2-275 c,8.4388385,2.21
227,2024,Transit,TOI-1174 b,8.95348768,2.562
228,2024,Transit,TOI-1739 b,8.30334141,1.946
229,2024,Transit,TOI-1744.01,22.34170293,2.68
230,2016,Transit,K2-338 b,3.850614,1.03
231,2012,Transit,HAT-P-39 b,3.54387,17.609
232,2020,Transit,TOI-561 e,77.03,2.55
233,2008,Imaging,HR 8799 b,170000.0,13.0
234,2019,Transit,NGTS-8 b,2.4997,12.218
235,2024,Transit,TOI-1669 c,2.6800535,2.296
236,2020,Transit,NGTS-10 b,0.7668944,13.507
237,2017,Transit,KELT-9 b,1.4811235,21.196
238,2022,Transit,TOI-3629 b,3.936551,8.295
239,2011,Transit,TrES-5 b,1.48224686,13.384
240,2023,Transit,TOI-5205 b,1.630757,11.6
241,2023,Transit,TOI-1736 b,7.073076,3.182
242,2016,Transit,XO-6 b,3.7650007,23.203
243,2021,Transit,NGTS-13 b,4.119027,12.801
244,2023,Transit,TOI-3082 b,1.926907,3.662
245,2023,Transit,TOI-2096 b,3.1190633,1.243
246,2023,Transit,TOI-4463 A b,2.8807198,13.26
247,2019,Radial Velocity,HD 213885 c,4.78503,
248,2023,Transit,TOI-2796 b,4.8084983,17.262
249,2016,Transit,WASP-124 b,3.37265,13.899
250,2010,Transit,WASP-25 b,3.76483,11.994
251,2023,Transit,TOI-3984 A b,4.353326,7.9
252,2016,Transit,Kepler-1637 b,6.10960324,0.89
253,2016,Transit,Kepler-778 b,3.75574426,1.68
254,2009,Transit,WASP-13 b,4.35301,13.675
255,2012,Radial Velocity,eps CrB b,417.9,
256,2019,Radial Velocity,Teegarden's Star b,4.90634,
257,2019,Radial Velocity,Teegarden's Star c,11.416,
258,2024,Transit,TOI-1273 b,4.631296,11.097
259,2018,Transit,K2-147 b,0.961939,1.473
260,2018,Transit,K2-211 b,0.669561,1.332
261,2018,Transit,K2-260 b,2.62669762,18.416
262,2016,Transit,K2-54 b,9.7833,2.612
263,2018,Transit,K2-181 b,6.893813,2.836
264,2018,Transit,K2-204 b,7.055908,3.172
265,2024,Transit,HD 21520 b,25.1292,2.697
266,2018,Transit,K2-167 b,9.978541,2.365
267,2012,Transit,WASP-58 b,5.01718,16.029
268,2022,Transit,TOI-5174 b,12.214286,5.351
269,2023,Transit,TOI-2084 b,6.0784247,2.47
270,2023,Transit,TOI-2524 b,7.18585,11.209
271,2021,Transit,TOI-1231 b,24.245586,3.65
272,2020,Transit,LHS 1815 b,3.814334,1.088
273,2023,Transit,TOI-4308 b,9.151201,2.419
274,2023,Transit,TOI-4377 b,4.378081,15.11
275,2023,Transit,TOI-1853 b,1.2436258,3.46
276,2016,Transit,HATS-35 b,1.8209993,16.41
277,2016,Transit,Kepler-1504 b,82.304003,2.13
278,2016,Transit,Kepler-1154 c,8.45808312,2.36
279,2024,Imaging,UCAC3 113-933 b,,
280,2024,Imaging,UCAC4 328-061594 b,,
281,2024,Imaging,GJ 900 b,,
282,2014,Transit,Kepler-263 c,47.332773,2.47
283,2016,Transit,Kepler-739 b,12.53248465,3.32
284,2019,Transit,TOI-150.01,5.857487,14.067
285,2019,Transit,HD 213885 b,1.008035,1.745
286,2011,Transit,WASP-43 b,0.813475,10.424
287,2013,Transit,HATS-2 b,1.35413379,12.576
288,2024,Transit,Wolf 327 b,0.5734745,1.24
289,2010,Transit,HAT-P-18 b,5.508023,11.153
290,2016,Transit,Kepler-1342 b,2.21571036,1.66
291,2016,Transit,Kepler-1218 b,22.9221266,1.44
292,2016,Transit,Kepler-769 b,7.42608998,2.92
293,2021,Transit,TOI-1062 b,4.11296,2.265
294,2021,Transit,TOI-431 b,0.490047,1.28
295,2022,Transit,TOI-2260 b,0.3524728,1.62
296,2014,Transit,WASP-84 b,8.52349648,10.72
297,2001,Radial Velocity,HD 39091 b,2088.75851,
298,2016,Transit,Kepler-1324 b,4.11584468,1.51
299,2016,Transit,HATS-18 b,0.83784,14.897
300,2022,Transit,TOI-1136 f,26.321,
301,2009,Transit,WASP-19 b,0.78883852,15.861
302,2012,Transit,WASP-66 b,4.08605,15.693
303,2016,Transit,WASP-129 b,5.748145,10.424
304,2017,Transit,HATS-22 b,4.7228124,10.682
305,2024,Transit,TOI-6002 b,10.904821,1.65
306,2024,Transit,TOI-5713 b,10.441989,1.77
307,2021,Imaging,COCONUTS-2 b,,12.442
308,2013,Transit,Kepler-328 c,71.312,5.4
309,2024,Transit,TOI-1898 b,45.52234,9.396
310,2023,Transit,TOI-4406 b,30.08364,11.209
311,2017,Transit,LHS 1140 b,24.73723,1.73
312,2024,Transit,TOI-1410.01,1.21687,3.101
313,2024,Radial Velocity,TOI-1410 c,47.56,
314,2024,Transit,HD 77946 b,6.527363,2.896
315,2024,Transit,TOI-1173 b,7.06466,9.19
316,2024,Microlensing,Gaia22dkvL b,,
317,2020,Transit,TOI-421 c,16.067541,5.09
318,2021,Transit,TOI-1685 b,0.66913924,1.468
319,2020,Radial Velocity,HD 158259 e,7.951,
320,2014,Transit,WASP-98 b,2.96264036,12.823
321,2024,Transit,TOI-238 b,1.273114,1.612
322,2016,Transit,Kepler-557 b,3.70598955,2.67
323,2023,Transit,Kepler-763 d,6.50327035,1.67
324,2014,Transit,Kepler-397 b,22.250949,2.46
325,2016,Transit,Kepler-1368 b,0.67564949,1.65
326,2020,Radial Velocity,HD 158259 f,12.028,
327,2014,Transit,Kepler-358 c,83.488369,2.85
328,2016,Transit,Kepler-1104 b,5.03728015,1.23
329,2016,Transit,Kepler-683 b,2.53918318,1.97
330,2021,Transit,Kepler-1793 b,8.77999973,3.79
331,2016,Transit,Kepler-777 b,5.72812599,1.47
332,2016,Transit,Kepler-836 b,11.36112327,2.73
333,2016,Transit,Kepler-726 b,21.80451088,3.26
334,2016,Transit,Kepler-1461 b,29.3494775,2.03
335,2016,Transit,Kepler-1332 b,11.87456832,1.37
336,2016,Transit,Kepler-1379 b,0.88184115,1.3
337,2016,Transit,Kepler-957 b,5.90741354,5.5
338,2014,Transit,Kepler-161 b,4.921355,2.12
339,2021,Transit,Kepler-1850 b,1.3858,0.729
340,2016,Transit,Kepler-1474 b,36.4333452,2.16
341,2016,Transit,Kepler-493 b,3.00387658,15.13
342,2016,Transit,K2-52 b,3.535055,18.0
343,2019,Microlensing,OGLE-2016-BLG-1067L b,,
344,2014,Transit,Kepler-297 c,74.920137,6.54
345,2015,Transit,Kepler-454 b,10.5737534,2.37
346,2016,Transit,Kepler-535 b,4.90332155,2.36
347,2016,Transit,Kepler-1164 b,3.97599768,1.12
348,2014,Transit,Kepler-204 b,14.400974,2.53
349,2016,Transit,Kepler-1313 b,3.83309118,1.76
350,2016,Transit,Kepler-467 b,24.99324193,2.25
351,2014,Transit,Kepler-165 c,15.31299,2.23
352,2014,Transit,Kepler-134 c,10.105785,1.26
353,2014,Transit,Kepler-111 b,3.341815,1.58
354,2021,Transit,Kepler-1907 b,5.65245008,0.87
355,2016,Transit,Kepler-517 b,60.92832271,2.67
356,2016,Transit,Kepler-924 b,61.0370117,3.07
357,2014,Transit,Kepler-275 c,16.088134,3.38
358,2016,Transit,Kepler-1571 b,3.38555488,1.52
359,2014,Transit,Kepler-352 b,10.05537,0.86
360,2021,Transit,Kepler-1937 b,9.68859959,3.023
361,2014,Transit,Kepler-339 c,6.988055,1.15
362,2014,Transit,Kepler-150 d,12.56093,2.79
363,2014,Transit,Kepler-356 b,4.612696,1.57
364,2016,Transit,Kepler-554 b,1.90220856,4.29
365,2016,Transit,Kepler-1554 b,198.088774,2.9
366,2016,Transit,Kepler-1530 b,2.5904434,1.64
367,2014,Transit,Kepler-275 b,10.300682,2.34
368,2014,Transit,Kepler-151 b,15.228958,3.06
369,2014,Transit,Kepler-359 b,25.563222,3.53
370,2014,Transit,Kepler-403 b,7.031462,1.25
371,2016,Transit,Kepler-1602 b,11.17931605,1.34
372,2014,Transit,Kepler-372 b,6.849692,1.36
373,2014,Transit Timing Variations,Kepler-414 c,7.171,3.01
374,2016,Transit,Kepler-1071 b,6.1799844,2.38
375,2014,Transit,Kepler-173 b,4.263742,1.29
376,2016,Transit,Kepler-1213 b,5.34982412,1.19
377,2014,Transit,Kepler-229 b,6.252972,2.2
378,2021,Transit,Kepler-1773 b,40.80970001,3.505
379,2016,Transit,Kepler-342 e,1.64422461,0.88
380,2016,Transit,Kepler-908 b,1.34059747,1.22
381,2016,Transit,Kepler-1341 b,132.9968322,2.99
382,2014,Transit,Kepler-322 b,1.653888,1.01
383,2012,Transit,Kepler-82 c,51.54,5.34
384,2014,Transit,Kepler-330 b,8.25978,1.35
385,2016,Transit,Kepler-961 b,16.87727414,2.55
386,2016,Transit,Kepler-980 b,11.55102504,2.67
387,2016,Transit,Kepler-1253 b,68.8861915,1.33
388,2014,Transit,Kepler-101 b,3.4876812,5.77
389,2014,Transit,Kepler-190 b,2.019999,1.56
390,2016,Transit,Kepler-304 e,1.49914695,1.2
391,2013,Transit,Kepler-305 b,5.487,3.6
392,2013,Transit,Kepler-177 c,49.40926,8.73
393,2014,Transit,Kepler-215 b,9.360672,1.62
394,2016,Transit,Kepler-1515 b,214.3114164,9.55
395,2016,Transit,Kepler-804 c,9.65185017,1.14
396,2021,Transit,Kepler-1488 c,6.15826988,1.652
397,2014,Transit,Kepler-193 b,11.38848,2.39
398,2014,Transit,Kepler-196 c,47.427737,2.24
399,2016,Transit,Kepler-1336 c,5.77721211,1.71
400,2023,Transit,Kepler-1998 b,3.03267135,0.6
401,2016,Transit,Kepler-176 e,51.16579,1.45
402,2012,Transit Timing Variations,Kepler-46 c,57.011,
403,2014,Transit,Kepler-194 c,17.308032,2.59
404,2016,Transit,Kepler-532 b,12.92491623,2.57
405,2014,Transit,Kepler-237 c,8.103636,2.08
406,2012,Transit,Kepler-85 c,12.51,1.978
407,2009,Transit,Kepler-4 b,3.21346,4.002
408,2014,Transit,Kepler-107 c,4.901452,1.597
409,2014,Transit,Kepler-99 b,4.60358,1.48
410,2020,Transit,KOI-1783.01,134.4628,8.86
411,2014,Transit,Kepler-362 b,10.327186,0.88
412,2016,Transit,Kepler-1107 b,0.57103852,1.34
413,2012,Transit,Kepler-48 b,4.778,1.88
414,2016,Transit,Kepler-942 b,44.96417488,2.13
415,2014,Transit,Kepler-100 d,35.3331,1.61
416,2016,Transit,Kepler-510 b,19.55659418,2.47
417,2011,Transit,Kepler-12 b,4.4379629,19.661
418,2021,Transit,Kepler-1890 b,4.82059002,0.869
419,2006,Transit,TrES-2 b,2.47063,15.244
420,2013,Transit,Kepler-145 b,22.951,2.65
421,2014,Transit,Kepler-107 e,14.749143,2.903
422,2014,Transit,Kepler-142 c,4.761702,2.86
423,2014,Transit,Kepler-157 c,13.5405,2.24
424,2016,Transit,Kepler-1240 b,4.8663815,1.15
425,2014,Transit,Kepler-140 c,91.353282,1.8
426,2014,Transit,Kepler-360 c,7.186434,2.1
427,2016,Transit,Kepler-1222 b,1.91694425,0.79
428,2014,Transit Timing Variations,Kepler-37 e,51.196,
429,2021,Transit,Kepler-1782 b,5.75622988,2.229
430,2016,Transit,Kepler-1327 b,14.88801098,1.8
431,2010,Transit,Kepler-9 c,38.9853,8.08
432,2014,Transit,Kepler-103 b,15.9653287,3.486
433,2016,Transit,Kepler-553 c,328.24017,11.579
434,2014,Transit,Kepler-421 b,704.1984,4.16
435,2014,Transit,Kepler-356 c,13.121632,1.81
436,2016,Transit,Kepler-483 b,30.229104,3.21
437,2016,Transit,Kepler-852 b,44.9309804,2.54
438,2016,Transit,Kepler-480 b,4.9195838,2.78
439,2016,Transit,Kepler-1622 b,10.8118737,1.47
440,2014,Transit,Kepler-101 c,6.02976,1.25
441,2013,Transit,KOI-94 b,3.743208,1.71
442,2016,Transit,Kepler-1047 c,3.18897601,0.99
443,2014,Transit,Kepler-251 d,30.133001,2.77
444,2014,Transit,Kepler-269 b,5.326718,2.47
445,2016,Transit,Kepler-839 b,37.8144514,2.57
446,2016,Transit,Kepler-1274 b,6.98152703,1.42
447,2021,Transit,Kepler-1766 b,105.0149994,2.279
448,2016,Transit,Kepler-1446 b,0.68996783,0.82
449,2014,Transit,Kepler-245 c,17.460812,2.18
450,2014,Transit,Kepler-265 c,17.028937,2.63
451,2016,Transit,Kepler-1412 b,3.6146051,0.83
452,2014,Transit,Kepler-364 c,59.980627,2.15
453,2016,Transit,Kepler-1169 b,6.11009134,0.94
454,2012,Transit,Kepler-59 b,11.8681707,1.1
455,2013,Transit,Kepler-276 c,31.884,2.9
456,2016,Transit,Kepler-1093 c,89.722292,1.96
457,2020,Transit,Kepler-305 e,3.20538,1.794
458,2014,Transit,Kepler-228 b,2.566546,1.53
459,2014,Transit,Kepler-203 d,11.32972,1.44
460,2014,Transit,Kepler-112 b,8.408878,2.36
461,2014,Transit,Kepler-370 c,19.02293,1.91
462,2016,Transit,Kepler-489 b,17.27629612,7.72
463,2014,Transit Timing Variations,Kepler-419 c,675.47,
464,2013,Transit,KOI-351 h,331.60059,11.3
465,2016,Transit,Kepler-1271 b,3.0255955,1.48
466,2016,Transit,Kepler-919 b,11.04603384,2.25
467,2014,Transit,Kepler-166 b,7.650254,2.27
468,2012,Transit,Kepler-30 c,60.323105,12.3
469,2012,Transit,Kepler-85 b,8.3,1.778
470,2014,Transit,Kepler-390 c,13.060022,0.79
471,2013,Transit,Kepler-282 e,44.347,3.1
472,2016,Transit,Kepler-986 b,56.4349938,2.36
473,2016,Transit,Kepler-1328 b,4.52158888,0.98
474,2010,Transit,Kepler-11 g,118.3807,3.33
475,2016,Transit,Kepler-1266 b,28.474748,2.58
476,2021,Transit,Kepler-1955 b,14.26519966,1.167
477,2021,Transit,Kepler-1823 b,21.10339928,2.086
478,2021,Transit,Kepler-1743 b,7.64971018,1.599
479,2014,Transit,Kepler-188 c,5.996553,3.19
480,2016,Transit,Kepler-805 b,30.8638931,2.89
481,2016,Transit,Kepler-1513 b,160.8842,8.594
482,2016,Transit,Kepler-652 b,4.18200253,2.49
483,2014,Transit,Kepler-338 c,24.310856,2.34
484,2016,Transit,Kepler-1320 b,0.86838653,1.7
485,2014,Transit,Kepler-100 b,6.88705,1.32
486,2016,Transit,Kepler-1604 b,0.68368426,1.41
487,2016,Transit,Kepler-626 b,14.48585199,2.29
488,2014,Transit Timing Variations,Kepler-338 e,9.341,1.56
489,2014,Transit,Kepler-339 b,4.977656,1.42
490,2021,Transit,Kepler-1315 c,6.56606007,1.844
491,2021,Transit,Kepler-1860 b,12.73719978,1.139
492,2014,Transit,Kepler-363 c,7.542427,1.69
493,2016,Transit,Kepler-1345 b,44.6169557,2.36
494,2021,Transit,Kepler-487 d,2.41839004,2.775
495,2016,Transit,Kepler-553 b,4.030467,4.741
496,2016,Transit,Kepler-198 d,1.31184443,1.53
497,2014,Transit,Kepler-419 b,69.7546,10.8
498,2016,Transit,Kepler-1597 b,2.94654179,1.06
499,2016,Transit,Kepler-1445 b,10.60052251,0.96
500,2014,Transit,Kepler-272 d,10.937304,2.25
501,2021,Transit,Kepler-1864 b,3.88151002,0.754
502,2014,Transit,Kepler-178 c,20.552802,2.88
503,2023,Transit,Kepler-656 c,5.25449393,1.41
504,2016,Transit,Kepler-1618 b,6.10826019,1.26
505,2013,Transit,Kepler-67 b,15.7259,2.94
506,2014,Transit,Kepler-209 c,41.749882,3.1
507,2016,Transit,Kepler-522 b,38.58422849,6.91
508,2021,Transit,Kepler-1943 b,4.85018015,1.549
509,2021,Transit,Kepler-1929 b,59.36249924,3.073
510,2016,Transit,Kepler-1235 b,4.16055856,0.79
511,2014,Transit,Kepler-203 b,3.162697,2.57
512,2014,Transit,Kepler-153 b,18.870227,2.92
513,2016,Transit,Kepler-903 b,10.3507721,2.01
514,2014,Transit,Kepler-380 b,3.930821,1.19
515,2014,Transit,Kepler-200 c,10.222157,1.59
